Entity,Code,Date,people_vaccinated_per_hundred
Florida,,2021-02-04,8.35
Florida,,2021-02-05,8.44
Florida,,2021-02-06,8.68
Florida,,2021-02-07,9.15
Florida,,2021-02-08,9.15
Florida,,2021-02-09,9.42
Florida,,2021-02-10,9.61
Florida,,2021-02-11,9.86
Florida,,2021-02-12,10.41
Florida,,2021-02-13,10.73
Florida,,2021-02-14,11.02
Florida,,2021-02-16,11.37
Florida,,2021-02-17,11.63
Florida,,2021-02-18,11.93
Florida,,2021-02-19,13
Florida,,2021-02-20,13.02
Florida,,2021-02-21,13.4
Florida,,2021-02-22,13.4
Florida,,2021-02-23,13.43
Florida,,2021-02-24,13.67
Florida,,2021-02-25,13.89
Florida,,2021-02-26,14.12
Florida,,2021-02-27,14.41
Florida,,2021-02-28,15.01
Florida,,2021-03-01,15.02
Florida,,2021-03-02,15.1
Florida,,2021-03-03,15.36
Florida,,2021-03-04,15.79
Florida,,2021-03-05,16.21
Florida,,2021-03-06,16.96
Florida,,2021-03-07,17.62
Florida,,2021-03-08,17.31
Florida,,2021-03-09,17.51
Georgia,GEO,2021-01-12,0.8
Georgia,GEO,2021-01-13,0.81
Georgia,GEO,2021-01-14,1.92
Georgia,GEO,2021-01-15,1.92
Georgia,GEO,2021-01-19,2.62
Georgia,GEO,2021-01-20,3.35
Georgia,GEO,2021-01-21,3.83
Georgia,GEO,2021-01-22,5.03
Georgia,GEO,2021-01-23,5.03
Georgia,GEO,2021-01-24,5.03
Georgia,GEO,2021-01-25,5.03
Georgia,GEO,2021-01-26,5.57
Georgia,GEO,2021-01-27,5.87
Georgia,GEO,2021-01-28,6.21
Georgia,GEO,2021-01-29,6.53
Georgia,GEO,2021-01-30,6.87
Georgia,GEO,2021-01-31,7.22
Georgia,GEO,2021-02-01,7.4
Georgia,GEO,2021-02-02,7.44
Georgia,GEO,2021-02-03,7.66
Georgia,GEO,2021-02-04,7.86
Georgia,GEO,2021-02-05,8.11
Georgia,GEO,2021-02-06,8.36
Georgia,GEO,2021-02-07,8.59
Georgia,GEO,2021-02-08,8.7
Georgia,GEO,2021-02-09,8.73
Georgia,GEO,2021-02-10,8.91
Georgia,GEO,2021-02-11,9.11
Georgia,GEO,2021-02-12,9.11
Georgia,GEO,2021-02-13,9.3
Georgia,GEO,2021-02-14,9.68
Georgia,GEO,2021-02-16,9.8
Georgia,GEO,2021-02-17,9.8
Georgia,GEO,2021-02-18,10.11
Georgia,GEO,2021-02-19,10.91
Georgia,GEO,2021-02-20,11.13
Georgia,GEO,2021-02-21,11.32
Georgia,GEO,2021-02-22,11.4
Georgia,GEO,2021-02-23,11.43
Georgia,GEO,2021-02-24,11.54
Georgia,GEO,2021-02-25,11.69
Georgia,GEO,2021-02-26,11.88
Georgia,GEO,2021-02-27,12.07
Georgia,GEO,2021-02-28,12.07
Georgia,GEO,2021-03-01,12.08
Georgia,GEO,2021-03-02,12.16
Georgia,GEO,2021-03-03,12.33
Georgia,GEO,2021-03-04,12.56
Georgia,GEO,2021-03-05,12.82
Georgia,GEO,2021-03-06,13.09
Georgia,GEO,2021-03-07,13.38
Georgia,GEO,2021-03-08,13.3
Georgia,GEO,2021-03-09,13.38
Guam,GUM,2021-01-12,0.24
Guam,GUM,2021-01-13,0.24
Guam,GUM,2021-01-14,2.28
Guam,GUM,2021-01-15,2.28
Guam,GUM,2021-01-19,2.28
Guam,GUM,2021-01-20,2.28
Guam,GUM,2021-01-21,2.28
Guam,GUM,2021-01-22,2.28
Guam,GUM,2021-01-23,2.28
Guam,GUM,2021-01-24,2.28
Guam,GUM,2021-01-25,2.28
Guam,GUM,2021-01-26,8.07
Guam,GUM,2021-01-27,8.61
Guam,GUM,2021-01-28,9.29
Guam,GUM,2021-01-29,10.1
Guam,GUM,2021-01-30,10.73
Guam,GUM,2021-01-31,10.73
Guam,GUM,2021-02-01,11.18
Guam,GUM,2021-02-02,11.88
Guam,GUM,2021-02-03,12.54
Guam,GUM,2021-02-04,12.54
Guam,GUM,2021-02-05,13.19
Guam,GUM,2021-02-06,13.99
Guam,GUM,2021-02-07,14.22
Guam,GUM,2021-02-08,14.29
Guam,GUM,2021-02-09,14.73
Guam,GUM,2021-02-10,15.27
Guam,GUM,2021-02-11,15.7
Guam,GUM,2021-02-12,16.11
Guam,GUM,2021-02-13,16.5
Guam,GUM,2021-02-14,16.68
Guam,GUM,2021-02-16,16.86
Guam,GUM,2021-02-17,17.17
Guam,GUM,2021-02-18,17.53
Guam,GUM,2021-02-19,18.96
Guam,GUM,2021-02-20,19.27
Guam,GUM,2021-02-21,19.32
Guam,GUM,2021-02-22,19.54
Guam,GUM,2021-02-23,19.79
Guam,GUM,2021-02-24,20.02
Guam,GUM,2021-02-25,20.32
Guam,GUM,2021-02-26,20.33
Guam,GUM,2021-02-27,20.64
Guam,GUM,2021-02-28,20.81
Guam,GUM,2021-03-01,20.81
Guam,GUM,2021-03-02,20.84
Guam,GUM,2021-03-03,20.85
Guam,GUM,2021-03-04,21.08
Guam,GUM,2021-03-05,21.16
Guam,GUM,2021-03-06,21.19
Guam,GUM,2021-03-07,21.19
Guam,GUM,2021-03-08,21.21
Guam,GUM,2021-03-09,21.52
Hawaii,,2021-01-15,2.8
Hawaii,,2021-01-19,3.72
Hawaii,,2021-01-20,4.1
Hawaii,,2021-01-21,4.47
Hawaii,,2021-01-22,4.8
Hawaii,,2021-01-23,4.8
Hawaii,,2021-01-24,4.8
Hawaii,,2021-01-25,5.25
Hawaii,,2021-01-26,5.36
Hawaii,,2021-01-27,5.59
Hawaii,,2021-01-28,5.94
Hawaii,,2021-01-29,6.32
Hawaii,,2021-01-30,6.83
Hawaii,,2021-01-31,7.3
Hawaii,,2021-02-01,7.68
Hawaii,,2021-02-02,7.82
Hawaii,,2021-02-03,8.15
Hawaii,,2021-02-04,8.51
Hawaii,,2021-02-05,8.95
Hawaii,,2021-02-06,9.37
Hawaii,,2021-02-07,9.69
Hawaii,,2021-02-08,10.05
Hawaii,,2021-02-09,10.05
Hawaii,,2021-02-10,10.05
Hawaii,,2021-02-11,10.64
Hawaii,,2021-02-12,10.94
Hawaii,,2021-02-13,11.27
Hawaii,,2021-02-14,11.51
Hawaii,,2021-02-16,11.9
Hawaii,,2021-02-17,12.07
Hawaii,,2021-02-18,12.3
Hawaii,,2021-02-19,14.85
Hawaii,,2021-02-20,15.22
Hawaii,,2021-02-21,15.53
Hawaii,,2021-02-22,15.81
Hawaii,,2021-02-23,15.88
Hawaii,,2021-02-24,16.03
Hawaii,,2021-02-25,16.36
Hawaii,,2021-02-26,16.69
Hawaii,,2021-02-27,17.05
Hawaii,,2021-02-28,17.4
Hawaii,,2021-03-01,17.58
Hawaii,,2021-03-02,17.63
Hawaii,,2021-03-03,17.79
Hawaii,,2021-03-04,18.17
Hawaii,,2021-03-05,18.57
Hawaii,,2021-03-06,19.03
Hawaii,,2021-03-07,19.07
Hawaii,,2021-03-08,19.84
Hawaii,,2021-03-09,20.28
Idaho,,2021-01-12,1.76
Idaho,,2021-01-13,1.86
Idaho,,2021-01-14,1.97
Idaho,,2021-01-15,2.11
Idaho,,2021-01-19,3
Idaho,,2021-01-20,3.26
Idaho,,2021-01-21,3.42
Idaho,,2021-01-22,3.6
Idaho,,2021-01-23,3.82
Idaho,,2021-01-24,4.05
Idaho,,2021-01-25,4.26
Idaho,,2021-01-26,4.39
Idaho,,2021-01-27,4.52
Idaho,,2021-01-28,4.78
Idaho,,2021-01-29,4.98
Idaho,,2021-01-30,5.24
Idaho,,2021-01-31,5.5
Idaho,,2021-02-01,5.65
Idaho,,2021-02-02,5.76
Idaho,,2021-02-03,6
Idaho,,2021-02-04,6.33
Idaho,,2021-02-05,6.72
Idaho,,2021-02-06,7.49
Idaho,,2021-02-07,7.89
Idaho,,2021-02-08,8.35
Idaho,,2021-02-09,8.47
Idaho,,2021-02-10,8.69
Idaho,,2021-02-11,8.94
Idaho,,2021-02-12,8.94
Idaho,,2021-02-13,9.17
Idaho,,2021-02-14,9.76
Idaho,,2021-02-16,10.5
Idaho,,2021-02-17,10.69
Idaho,,2021-02-18,10.95
Idaho,,2021-02-19,11.84
Idaho,,2021-02-20,12.1
Idaho,,2021-02-21,12.44
Idaho,,2021-02-22,12.71
Idaho,,2021-02-23,12.83
Idaho,,2021-02-24,12.96
Idaho,,2021-02-25,13.2
Idaho,,2021-02-26,13.46
Idaho,,2021-02-27,13.81
Idaho,,2021-02-28,14.19
Idaho,,2021-03-01,14.56
Idaho,,2021-03-02,14.72
Idaho,,2021-03-03,14.97
Idaho,,2021-03-04,15.22
Idaho,,2021-03-05,15.63
Idaho,,2021-03-06,16.05
Idaho,,2021-03-07,16.41
Idaho,,2021-03-08,16.82
Idaho,,2021-03-09,17.01
Illinois,,2021-01-12,2.24
Illinois,,2021-01-13,2.3
Illinois,,2021-01-14,2.5
Illinois,,2021-01-15,2.7
Illinois,,2021-01-19,3.27
Illinois,,2021-01-20,3.36
Illinois,,2021-01-21,3.57
Illinois,,2021-01-22,3.79
Illinois,,2021-01-23,4.09
Illinois,,2021-01-24,4.39
Illinois,,2021-01-25,4.56
Illinois,,2021-01-26,4.66
Illinois,,2021-01-27,4.82
Illinois,,2021-01-28,5.08
Illinois,,2021-01-29,5.41
Illinois,,2021-01-30,5.78
Illinois,,2021-01-31,6.17
Illinois,,2021-02-01,6.45
Illinois,,2021-02-02,6.56
Illinois,,2021-02-03,6.78
Illinois,,2021-02-04,7.15
Illinois,,2021-02-05,7.59
Illinois,,2021-02-06,8.12
Illinois,,2021-02-07,8.57
Illinois,,2021-02-08,8.93
Illinois,,2021-02-09,9.06
Illinois,,2021-02-10,9.45
Illinois,,2021-02-11,9.81
Illinois,,2021-02-12,10.22
Illinois,,2021-02-13,10.77
Illinois,,2021-02-14,11.22
Illinois,,2021-02-16,11.83
Illinois,,2021-02-17,12.09
Illinois,,2021-02-18,12.29
Illinois,,2021-02-19,13
Illinois,,2021-02-20,13.4
Illinois,,2021-02-21,13.75
Illinois,,2021-02-22,13.81
Illinois,,2021-02-23,14.1
Illinois,,2021-02-24,14.29
Illinois,,2021-02-25,14.52
Illinois,,2021-02-26,15.05
Illinois,,2021-02-27,15.37
Illinois,,2021-02-28,15.69
Illinois,,2021-03-01,16.01
Illinois,,2021-03-02,16.25
Illinois,,2021-03-03,16.51
Illinois,,2021-03-04,16.85
Illinois,,2021-03-05,17.25
Illinois,,2021-03-06,17.81
Illinois,,2021-03-07,18.37
Illinois,,2021-03-08,18.93
Illinois,,2021-03-09,19.06
Indian Health Svc,,2021-02-17,13.88
Indian Health Svc,,2021-02-18,14.24
Indian Health Svc,,2021-02-19,14.06
Indian Health Svc,,2021-02-20,14.19
Indian Health Svc,,2021-02-21,14.64
Indian Health Svc,,2021-02-22,15.09
Indian Health Svc,,2021-02-23,15.52
Indian Health Svc,,2021-02-24,15.91
Indian Health Svc,,2021-02-25,16.47
Indian Health Svc,,2021-02-26,17.2
Indian Health Svc,,2021-02-27,17.77
Indian Health Svc,,2021-02-28,18.27
Indian Health Svc,,2021-03-01,18.66
Indian Health Svc,,2021-03-02,18.85
Indian Health Svc,,2021-03-03,19.11
Indian Health Svc,,2021-03-04,19.55
Indian Health Svc,,2021-03-05,20
Indian Health Svc,,2021-03-06,20.52
Indian Health Svc,,2021-03-07,20.88
Indian Health Svc,,2021-03-08,21.12
Indian Health Svc,,2021-03-09,21.23
Indiana,,2021-01-12,1.7
Indiana,,2021-01-13,1.87
Indiana,,2021-01-14,3.03
Indiana,,2021-01-15,3.31
Indiana,,2021-01-19,4.22
Indiana,,2021-01-20,4.42
Indiana,,2021-01-21,4.76
Indiana,,2021-01-22,5.05
Indiana,,2021-01-23,5.47
Indiana,,2021-01-24,5.47
Indiana,,2021-01-25,6.06
Indiana,,2021-01-26,6.15
Indiana,,2021-01-27,6.43
Indiana,,2021-01-28,6.75
Indiana,,2021-01-29,7.07
Indiana,,2021-01-30,7.36
Indiana,,2021-01-31,7.36
Indiana,,2021-02-01,7.36
Indiana,,2021-02-02,7.42
Indiana,,2021-02-03,7.68
Indiana,,2021-02-04,8.04
Indiana,,2021-02-05,8.44
Indiana,,2021-02-06,8.81
Indiana,,2021-02-07,8.81
Indiana,,2021-02-08,8.81
Indiana,,2021-02-09,8.89
Indiana,,2021-02-10,9.18
Indiana,,2021-02-11,9.46
Indiana,,2021-02-12,9.8
Indiana,,2021-02-13,11.14
Indiana,,2021-02-14,11.44
Indiana,,2021-02-16,11.69
Indiana,,2021-02-17,11.85
Indiana,,2021-02-18,11.94
Indiana,,2021-02-19,12.5
Indiana,,2021-02-20,12.76
Indiana,,2021-02-21,12.98
Indiana,,2021-02-22,13.13
Indiana,,2021-02-23,13.19
Indiana,,2021-02-24,13.54
Indiana,,2021-02-25,14.06
Indiana,,2021-02-26,14.35
Indiana,,2021-02-27,14.67
Indiana,,2021-02-28,14.93
Indiana,,2021-03-01,15.09
Indiana,,2021-03-02,15.17
Indiana,,2021-03-03,15.39
Indiana,,2021-03-04,15.65
Indiana,,2021-03-05,16.03
Indiana,,2021-03-06,16.43
Indiana,,2021-03-07,16.78
Indiana,,2021-03-08,17.12
Indiana,,2021-03-09,17.26
Iowa,,2021-01-12,2.91
Iowa,,2021-01-13,3.23
Iowa,,2021-01-14,3.2
Iowa,,2021-01-15,3.42
Iowa,,2021-01-19,4.12
Iowa,,2021-01-20,4.23
Iowa,,2021-01-21,4.42
Iowa,,2021-01-22,4.62
Iowa,,2021-01-23,4.79
Iowa,,2021-01-24,5
Iowa,,2021-01-25,5.12
Iowa,,2021-01-26,5.16
Iowa,,2021-01-27,5.24
Iowa,,2021-01-28,5.37
Iowa,,2021-01-29,5.54
Iowa,,2021-01-30,5.79
Iowa,,2021-01-31,6.04
Iowa,,2021-02-01,6.15
Iowa,,2021-02-02,6.19
Iowa,,2021-02-03,6.31
Iowa,,2021-02-04,6.55
Iowa,,2021-02-05,6.84
Iowa,,2021-02-06,7.11
Iowa,,2021-02-07,7.53
Iowa,,2021-02-08,8
Iowa,,2021-02-09,8.16
Iowa,,2021-02-10,8.53
Iowa,,2021-02-11,8.96
Iowa,,2021-02-12,9.48
Iowa,,2021-02-13,10.07
Iowa,,2021-02-14,10.64
Iowa,,2021-02-16,11.42
Iowa,,2021-02-17,11.65
Iowa,,2021-02-18,11.98
Iowa,,2021-02-19,13.06
Iowa,,2021-02-20,13.64
Iowa,,2021-02-21,14.13
Iowa,,2021-02-22,14.41
Iowa,,2021-02-23,14.5
Iowa,,2021-02-24,14.66
Iowa,,2021-02-25,14.87
Iowa,,2021-02-26,15.44
Iowa,,2021-02-27,16.22
Iowa,,2021-02-28,16.82
Iowa,,2021-03-01,17.21
Iowa,,2021-03-02,17.33
Iowa,,2021-03-03,17.54
Iowa,,2021-03-04,17.86
Iowa,,2021-03-05,18.32
Iowa,,2021-03-06,19.13
Iowa,,2021-03-07,19.89
Iowa,,2021-03-08,20.53
Iowa,,2021-03-09,20.71
Kansas,,2021-01-12,1.85
Kansas,,2021-01-13,2.01
Kansas,,2021-01-14,2.66
Kansas,,2021-01-15,2.86
Kansas,,2021-01-19,3.5
Kansas,,2021-01-20,3.63
Kansas,,2021-01-21,3.84
Kansas,,2021-01-22,4
Kansas,,2021-01-23,4.22
Kansas,,2021-01-24,4.37
Kansas,,2021-01-25,4.46
Kansas,,2021-01-26,4.54
Kansas,,2021-01-27,4.83
Kansas,,2021-01-28,5.41
Kansas,,2021-01-29,5.41
Kansas,,2021-01-30,5.78
Kansas,,2021-01-31,6.18
Kansas,,2021-02-01,6.28
Kansas,,2021-02-02,6.35
Kansas,,2021-02-03,6.59
Kansas,,2021-02-04,6.81
Kansas,,2021-02-05,7.11
Kansas,,2021-02-06,7.49
Kansas,,2021-02-07,7.85
Kansas,,2021-02-08,7.98
Kansas,,2021-02-09,8.01
Kansas,,2021-02-10,8.28
Kansas,,2021-02-11,8.55
Kansas,,2021-02-12,8.97
Kansas,,2021-02-13,9.39
Kansas,,2021-02-14,9.87
Kansas,,2021-02-16,10.01
Kansas,,2021-02-17,10.16
Kansas,,2021-02-18,10.37
Kansas,,2021-02-19,11.47
Kansas,,2021-02-20,11.88
Kansas,,2021-02-21,12.25
Kansas,,2021-02-22,12.33
Kansas,,2021-02-23,12.39
Kansas,,2021-02-24,12.63
Kansas,,2021-02-25,12.81
Kansas,,2021-02-26,13.17
Kansas,,2021-02-27,13.54
Kansas,,2021-02-28,14.02
Kansas,,2021-03-01,14.32
Kansas,,2021-03-02,14.46
Kansas,,2021-03-03,14.75
Kansas,,2021-03-04,15.09
Kansas,,2021-03-05,15.56
Kansas,,2021-03-06,16.1
Kansas,,2021-03-07,16.66
Kansas,,2021-03-08,17.68
Kansas,,2021-03-09,17.89
Kentucky,,2021-01-12,2.29
Kentucky,,2021-01-13,2.49
Kentucky,,2021-01-14,3.25
Kentucky,,2021-01-15,3.64
Kentucky,,2021-01-19,4.51
Kentucky,,2021-01-20,4.67
Kentucky,,2021-01-21,4.88
Kentucky,,2021-01-22,5.15
Kentucky,,2021-01-23,5.45
Kentucky,,2021-01-24,6.01
Kentucky,,2021-01-25,6.17
Kentucky,,2021-01-26,6.26
Kentucky,,2021-01-27,6.39
Kentucky,,2021-01-28,6.65
Kentucky,,2021-01-29,6.99
Kentucky,,2021-01-30,7.27
Kentucky,,2021-01-31,7.56
Kentucky,,2021-02-01,7.78
Kentucky,,2021-02-02,7.85
Kentucky,,2021-02-03,8.06
Kentucky,,2021-02-04,8.33
Kentucky,,2021-02-05,8.68
Kentucky,,2021-02-06,9.11
Kentucky,,2021-02-07,9.47
Kentucky,,2021-02-08,9.72
Kentucky,,2021-02-09,9.76
Kentucky,,2021-02-10,9.91
Kentucky,,2021-02-11,10.17
Kentucky,,2021-02-12,10.48
Kentucky,,2021-02-13,10.62
Kentucky,,2021-02-14,10.93
Kentucky,,2021-02-16,11.42
Kentucky,,2021-02-17,11.52
Kentucky,,2021-02-18,11.58
Kentucky,,2021-02-19,12.26
Kentucky,,2021-02-20,12.46
Kentucky,,2021-02-21,12.68
Kentucky,,2021-02-22,12.85
Kentucky,,2021-02-23,12.97
Kentucky,,2021-02-24,13.25
Kentucky,,2021-02-25,13.65
Kentucky,,2021-02-26,14.15
Kentucky,,2021-02-27,14.66
Kentucky,,2021-02-28,15.1
Kentucky,,2021-03-01,15.48
Kentucky,,2021-03-02,15.73
Kentucky,,2021-03-03,16.02
Kentucky,,2021-03-04,16.51
Kentucky,,2021-03-05,17.19
Kentucky,,2021-03-06,17.89
Kentucky,,2021-03-07,18.5
Kentucky,,2021-03-08,19.41
Kentucky,,2021-03-09,19.54
Louisiana,,2021-01-12,2.52
Louisiana,,2021-01-13,2.73
Louisiana,,2021-01-14,3.21
Louisiana,,2021-01-15,3.6
Louisiana,,2021-01-19,4.76
Louisiana,,2021-01-20,4.92
Louisiana,,2021-01-21,5.18
Louisiana,,2021-01-22,5.52
Louisiana,,2021-01-23,5.86
Louisiana,,2021-01-24,6.26
Louisiana,,2021-01-25,6.4
Louisiana,,2021-01-26,6.49
Louisiana,,2021-01-27,6.69
Louisiana,,2021-01-28,6.96
Louisiana,,2021-01-29,7.3
Louisiana,,2021-01-30,7.64
Louisiana,,2021-01-31,7.95
Louisiana,,2021-02-01,8.1
Louisiana,,2021-02-02,8.14
Louisiana,,2021-02-03,8.26
Louisiana,,2021-02-04,8.46
Louisiana,,2021-02-05,8.69
Louisiana,,2021-02-06,9.02
Louisiana,,2021-02-07,9.27
Louisiana,,2021-02-08,9.38
Louisiana,,2021-02-09,9.43
Louisiana,,2021-02-10,9.64
Louisiana,,2021-02-11,9.64
Louisiana,,2021-02-12,10.37
Louisiana,,2021-02-13,10.78
Louisiana,,2021-02-14,11.16
Louisiana,,2021-02-16,11.36
Louisiana,,2021-02-17,11.43
Louisiana,,2021-02-18,11.49
Louisiana,,2021-02-19,12.32
Louisiana,,2021-02-20,12.53
Louisiana,,2021-02-21,12.71
Louisiana,,2021-02-22,12.79
Louisiana,,2021-02-23,12.82
Louisiana,,2021-02-24,12.94
Louisiana,,2021-02-25,13.13
Louisiana,,2021-02-26,13.49
Louisiana,,2021-02-27,13.98
Louisiana,,2021-02-28,14.49
Louisiana,,2021-03-01,14.81
Louisiana,,2021-03-02,14.93
Louisiana,,2021-03-03,15.26
Louisiana,,2021-03-04,15.67
Louisiana,,2021-03-05,16.17
Louisiana,,2021-03-06,16.17
Louisiana,,2021-03-07,16.18
Louisiana,,2021-03-08,17.33
Louisiana,,2021-03-09,17.45
Maine,,2021-01-12,2.83
Maine,,2021-01-13,2.91
Maine,,2021-01-14,3.84
Maine,,2021-01-15,3.84
Maine,,2021-01-19,4.67
Maine,,2021-01-20,4.78
Maine,,2021-01-21,4.99
Maine,,2021-01-22,5.22
Maine,,2021-01-23,5.51
Maine,,2021-01-24,5.9
Maine,,2021-01-25,6.16
Maine,,2021-01-26,6.21
Maine,,2021-01-27,6.41
Maine,,2021-01-28,6.61
Maine,,2021-01-29,6.96
Maine,,2021-01-30,7.4
Maine,,2021-01-31,7.86
Maine,,2021-02-01,8.18
Maine,,2021-02-02,8.18
Maine,,2021-02-03,8.18
Maine,,2021-02-04,8.55
Maine,,2021-02-05,8.85
Maine,,2021-02-06,9.38
Maine,,2021-02-07,9.84
Maine,,2021-02-08,9.84
Maine,,2021-02-09,10.27
Maine,,2021-02-10,10.55
Maine,,2021-02-11,10.55
Maine,,2021-02-12,10.55
Maine,,2021-02-13,10.55
Maine,,2021-02-14,10.55
Maine,,2021-02-16,12.79
Maine,,2021-02-17,12.98
Maine,,2021-02-18,12.98
Maine,,2021-02-19,14.15
Maine,,2021-02-20,14.16
Maine,,2021-02-21,14.17
Maine,,2021-02-22,15.21
Maine,,2021-02-23,15.32
Maine,,2021-02-24,15.52
Maine,,2021-02-25,15.53
Maine,,2021-02-26,15.53
Maine,,2021-02-27,16.66
Maine,,2021-02-28,16.69
Maine,,2021-03-01,16.76
Maine,,2021-03-02,16.78
Maine,,2021-03-03,16.79
Maine,,2021-03-04,16.79
Maine,,2021-03-05,18.9
Maine,,2021-03-06,19.61
Maine,,2021-03-07,19.67
Maine,,2021-03-08,21.4
Maine,,2021-03-09,21.61
Marshall Islands,MHL,2021-01-12,1.07
Marshall Islands,MHL,2021-01-13,1.08
Marshall Islands,MHL,2021-01-14,1.07
Marshall Islands,MHL,2021-01-15,1.08
Marshall Islands,MHL,2021-01-19,2.14
Marshall Islands,MHL,2021-01-20,2.54
Marshall Islands,MHL,2021-01-21,3.35
Marshall Islands,MHL,2021-01-22,4.12
Marshall Islands,MHL,2021-01-23,4.86
Marshall Islands,MHL,2021-01-24,5.25
Marshall Islands,MHL,2021-01-25,5.25
Marshall Islands,MHL,2021-01-26,5.56
Marshall Islands,MHL,2021-01-27,5.97
Marshall Islands,MHL,2021-01-28,6.15
Marshall Islands,MHL,2021-01-29,6.27
Marshall Islands,MHL,2021-01-30,6.37
Marshall Islands,MHL,2021-01-31,6.44
Marshall Islands,MHL,2021-02-01,6.44
Marshall Islands,MHL,2021-02-02,6.58
Marshall Islands,MHL,2021-02-03,6.58
Marshall Islands,MHL,2021-02-04,6.77
Marshall Islands,MHL,2021-02-05,6.97
Marshall Islands,MHL,2021-02-06,7.29
Marshall Islands,MHL,2021-02-07,7.55
Marshall Islands,MHL,2021-02-08,7.55
Marshall Islands,MHL,2021-02-09,7.92
Marshall Islands,MHL,2021-02-10,8.1
Marshall Islands,MHL,2021-02-11,8.33
Marshall Islands,MHL,2021-02-12,8.53
Marshall Islands,MHL,2021-02-13,8.72
Marshall Islands,MHL,2021-02-14,8.96
Marshall Islands,MHL,2021-02-16,9.73
Marshall Islands,MHL,2021-02-17,9.73
Marshall Islands,MHL,2021-02-18,10.03
Marshall Islands,MHL,2021-02-19,10.62
Marshall Islands,MHL,2021-02-20,11.06
Marshall Islands,MHL,2021-02-21,12.27
Marshall Islands,MHL,2021-02-22,12.28
Marshall Islands,MHL,2021-02-23,12.94
Marshall Islands,MHL,2021-02-24,13.3
Marshall Islands,MHL,2021-02-25,13.83
Marshall Islands,MHL,2021-02-26,14.42
Marshall Islands,MHL,2021-02-27,14.42
Marshall Islands,MHL,2021-02-28,15.08
Marshall Islands,MHL,2021-03-01,15.08
Marshall Islands,MHL,2021-03-02,15.13
Marshall Islands,MHL,2021-03-03,15.13
Marshall Islands,MHL,2021-03-04,16.07
Marshall Islands,MHL,2021-03-05,16.55
Marshall Islands,MHL,2021-03-06,17.15
Marshall Islands,MHL,2021-03-07,17.84
Marshall Islands,MHL,2021-03-08,17.86
Marshall Islands,MHL,2021-03-09,18.37
Maryland,,2021-01-12,2.26
Maryland,,2021-01-13,2.69
Maryland,,2021-01-14,2.73
