Entity,Code,Date,people_fully_vaccinated
New Mexico,,2021-03-09,304689
New York State,,2021-01-12,36422
New York State,,2021-01-13,44512
New York State,,2021-01-15,73523
New York State,,2021-01-19,102187
New York State,,2021-01-20,106821
New York State,,2021-01-21,120801
New York State,,2021-01-22,142005
New York State,,2021-01-23,162685
New York State,,2021-01-24,176659
New York State,,2021-01-25,183915
New York State,,2021-01-26,189791
New York State,,2021-01-27,212802
New York State,,2021-01-28,238722
New York State,,2021-01-29,271874
New York State,,2021-01-30,303102
New York State,,2021-01-31,329795
New York State,,2021-02-01,344325
New York State,,2021-02-02,353127
New York State,,2021-02-03,368054
New York State,,2021-02-04,388798
New York State,,2021-02-05,426368
New York State,,2021-02-06,468747
New York State,,2021-02-07,519101
New York State,,2021-02-08,554262
New York State,,2021-02-09,572426
New York State,,2021-02-10,619504
New York State,,2021-02-11,668178
New York State,,2021-02-12,721554
New York State,,2021-02-13,778565
New York State,,2021-02-14,833444
New York State,,2021-02-16,924475
New York State,,2021-02-17,955337
New York State,,2021-02-18,993790
New York State,,2021-02-19,1066991
New York State,,2021-02-20,1117514
New York State,,2021-02-21,1167934
New York State,,2021-02-22,1218748
New York State,,2021-02-23,1254485
New York State,,2021-02-24,1279059
New York State,,2021-02-25,1304163
New York State,,2021-02-26,1337747
New York State,,2021-02-27,1380104
New York State,,2021-02-28,1442220
New York State,,2021-03-01,1485601
New York State,,2021-03-02,1522346
New York State,,2021-03-03,1556522
New York State,,2021-03-04,1585561
New York State,,2021-03-05,1616099
New York State,,2021-03-06,1655487
New York State,,2021-03-07,1703626
New York State,,2021-03-08,1752004
New York State,,2021-03-09,1792253
North Carolina,,2021-01-12,19293
North Carolina,,2021-01-13,35148
North Carolina,,2021-01-15,42790
North Carolina,,2021-01-19,54012
North Carolina,,2021-01-20,58407
North Carolina,,2021-01-21,66736
North Carolina,,2021-01-22,74427
North Carolina,,2021-01-23,79197
North Carolina,,2021-01-24,83752
North Carolina,,2021-01-25,86064
North Carolina,,2021-01-26,87292
North Carolina,,2021-01-27,88145
North Carolina,,2021-01-28,120480
North Carolina,,2021-01-29,120946
North Carolina,,2021-01-30,135263
North Carolina,,2021-01-31,149906
North Carolina,,2021-02-01,155824
North Carolina,,2021-02-02,155973
North Carolina,,2021-02-03,170087
North Carolina,,2021-02-04,186914
North Carolina,,2021-02-05,206642
North Carolina,,2021-02-06,230372
North Carolina,,2021-02-07,262031
North Carolina,,2021-02-08,273763
North Carolina,,2021-02-09,280303
North Carolina,,2021-02-10,300991
North Carolina,,2021-02-11,330758
North Carolina,,2021-02-12,370032
North Carolina,,2021-02-13,406851
North Carolina,,2021-02-14,448878
North Carolina,,2021-02-16,483989
North Carolina,,2021-02-17,509113
North Carolina,,2021-02-18,540933
North Carolina,,2021-02-19,616620
North Carolina,,2021-02-20,651958
North Carolina,,2021-02-21,691447
North Carolina,,2021-02-22,716027
North Carolina,,2021-02-23,724993
North Carolina,,2021-02-24,754213
North Carolina,,2021-02-25,782138
North Carolina,,2021-02-26,812003
North Carolina,,2021-02-27,839827
North Carolina,,2021-02-28,870088
North Carolina,,2021-03-01,886852
North Carolina,,2021-03-02,894708
North Carolina,,2021-03-03,916706
North Carolina,,2021-03-04,943505
North Carolina,,2021-03-05,949615
North Carolina,,2021-03-06,976589
North Carolina,,2021-03-07,1000175
North Carolina,,2021-03-08,1007844
North Carolina,,2021-03-09,1015937
North Dakota,,2021-01-12,5815
North Dakota,,2021-01-13,6395
North Dakota,,2021-01-15,7555
North Dakota,,2021-01-19,8641
North Dakota,,2021-01-20,8954
North Dakota,,2021-01-21,9881
North Dakota,,2021-01-22,12428
North Dakota,,2021-01-23,14412
North Dakota,,2021-01-24,15589
North Dakota,,2021-01-25,15680
North Dakota,,2021-01-26,15742
North Dakota,,2021-01-27,16952
North Dakota,,2021-01-28,18244
North Dakota,,2021-01-29,20700
North Dakota,,2021-01-30,22968
North Dakota,,2021-01-31,25359
North Dakota,,2021-02-01,26136
North Dakota,,2021-02-02,26493
North Dakota,,2021-02-03,27418
North Dakota,,2021-02-04,28847
North Dakota,,2021-02-05,30829
North Dakota,,2021-02-06,35123
North Dakota,,2021-02-07,37651
North Dakota,,2021-02-08,38417
North Dakota,,2021-02-09,38417
North Dakota,,2021-02-10,39154
North Dakota,,2021-02-11,40721
North Dakota,,2021-02-12,43276
North Dakota,,2021-02-13,45474
North Dakota,,2021-02-14,47552
North Dakota,,2021-02-16,49263
North Dakota,,2021-02-17,49615
North Dakota,,2021-02-18,50438
North Dakota,,2021-02-19,58099
North Dakota,,2021-02-20,61624
North Dakota,,2021-02-21,65293
North Dakota,,2021-02-22,65503
North Dakota,,2021-02-23,65701
North Dakota,,2021-02-24,67006
North Dakota,,2021-02-25,68641
North Dakota,,2021-02-26,72168
North Dakota,,2021-02-27,77018
North Dakota,,2021-02-28,80647
North Dakota,,2021-03-01,82284
North Dakota,,2021-03-02,82398
North Dakota,,2021-03-03,83505
North Dakota,,2021-03-04,85789
North Dakota,,2021-03-05,89500
North Dakota,,2021-03-06,91668
North Dakota,,2021-03-07,93863
North Dakota,,2021-03-08,91455
North Dakota,,2021-03-09,91874
Northern Mariana Islands,MNP,2021-01-12,331
Northern Mariana Islands,MNP,2021-01-13,703
Northern Mariana Islands,MNP,2021-01-15,1146
Northern Mariana Islands,MNP,2021-01-19,1916
Northern Mariana Islands,MNP,2021-01-20,2219
Northern Mariana Islands,MNP,2021-01-21,2700
Northern Mariana Islands,MNP,2021-01-22,3016
Northern Mariana Islands,MNP,2021-01-23,3016
Northern Mariana Islands,MNP,2021-01-24,3017
Northern Mariana Islands,MNP,2021-01-25,3017
Northern Mariana Islands,MNP,2021-01-26,3055
Northern Mariana Islands,MNP,2021-01-27,3056
Northern Mariana Islands,MNP,2021-01-28,3058
Northern Mariana Islands,MNP,2021-01-29,3058
Northern Mariana Islands,MNP,2021-01-30,3058
Northern Mariana Islands,MNP,2021-01-31,3150
Northern Mariana Islands,MNP,2021-02-01,3247
Northern Mariana Islands,MNP,2021-02-02,3341
Northern Mariana Islands,MNP,2021-02-03,3378
Northern Mariana Islands,MNP,2021-02-04,3399
Northern Mariana Islands,MNP,2021-02-05,3692
Northern Mariana Islands,MNP,2021-02-06,3920
Northern Mariana Islands,MNP,2021-02-07,4035
Northern Mariana Islands,MNP,2021-02-08,4048
Northern Mariana Islands,MNP,2021-02-09,4233
Northern Mariana Islands,MNP,2021-02-10,4348
Northern Mariana Islands,MNP,2021-02-11,4376
Northern Mariana Islands,MNP,2021-02-12,4465
Northern Mariana Islands,MNP,2021-02-13,4789
Northern Mariana Islands,MNP,2021-02-14,5141
Northern Mariana Islands,MNP,2021-02-16,5465
Northern Mariana Islands,MNP,2021-02-17,5691
Northern Mariana Islands,MNP,2021-02-18,5915
Northern Mariana Islands,MNP,2021-02-19,6205
Northern Mariana Islands,MNP,2021-02-20,6205
Northern Mariana Islands,MNP,2021-02-21,6337
Northern Mariana Islands,MNP,2021-02-22,6506
Northern Mariana Islands,MNP,2021-02-23,6676
Northern Mariana Islands,MNP,2021-02-24,7068
Northern Mariana Islands,MNP,2021-02-25,7334
Northern Mariana Islands,MNP,2021-02-26,7415
Northern Mariana Islands,MNP,2021-02-27,7552
Northern Mariana Islands,MNP,2021-02-28,7641
Northern Mariana Islands,MNP,2021-03-01,7642
Northern Mariana Islands,MNP,2021-03-02,7806
Northern Mariana Islands,MNP,2021-03-03,7954
Northern Mariana Islands,MNP,2021-03-04,8142
Northern Mariana Islands,MNP,2021-03-05,8292
Northern Mariana Islands,MNP,2021-03-06,8357
Northern Mariana Islands,MNP,2021-03-07,8444
Northern Mariana Islands,MNP,2021-03-08,8446
Northern Mariana Islands,MNP,2021-03-09,8633
Ohio,,2021-01-15,13552
Ohio,,2021-01-19,27139
Ohio,,2021-01-20,30910
Ohio,,2021-01-21,30910
Ohio,,2021-01-22,44761
Ohio,,2021-01-23,59153
Ohio,,2021-01-24,71344
Ohio,,2021-01-25,76949
Ohio,,2021-01-26,80329
Ohio,,2021-01-27,88834
Ohio,,2021-01-28,106035
Ohio,,2021-01-29,125794
Ohio,,2021-01-30,150948
Ohio,,2021-01-31,163622
Ohio,,2021-02-01,179168
Ohio,,2021-02-02,189502
Ohio,,2021-02-03,200784
Ohio,,2021-02-04,217948
Ohio,,2021-02-05,239651
Ohio,,2021-02-06,265445
Ohio,,2021-02-07,285694
Ohio,,2021-02-08,306072
Ohio,,2021-02-09,312725
Ohio,,2021-02-10,326984
Ohio,,2021-02-11,349390
Ohio,,2021-02-12,375675
Ohio,,2021-02-13,409487
Ohio,,2021-02-14,447697
Ohio,,2021-02-16,482839
Ohio,,2021-02-17,496235
Ohio,,2021-02-18,514513
Ohio,,2021-02-19,563650
Ohio,,2021-02-20,602623
Ohio,,2021-02-21,649412
Ohio,,2021-02-22,688163
Ohio,,2021-02-23,708070
Ohio,,2021-02-24,741704
Ohio,,2021-02-25,778235
Ohio,,2021-02-26,808069
Ohio,,2021-02-27,851065
Ohio,,2021-02-28,899625
Ohio,,2021-03-01,923721
Ohio,,2021-03-02,951847
Ohio,,2021-03-03,978945
Ohio,,2021-03-04,1003486
Ohio,,2021-03-05,1025158
Ohio,,2021-03-06,1063390
Ohio,,2021-03-07,1108033
Ohio,,2021-03-08,1151455
Ohio,,2021-03-09,1178428
Oklahoma,,2021-01-12,17463
Oklahoma,,2021-01-13,22278
Oklahoma,,2021-01-15,28917
Oklahoma,,2021-01-19,30919
Oklahoma,,2021-01-20,32308
Oklahoma,,2021-01-21,34706
Oklahoma,,2021-01-22,37435
Oklahoma,,2021-01-23,39290
Oklahoma,,2021-01-24,41289
Oklahoma,,2021-01-25,41634
Oklahoma,,2021-01-26,41814
Oklahoma,,2021-01-27,46596
Oklahoma,,2021-01-28,52465
Oklahoma,,2021-01-29,60680
Oklahoma,,2021-01-30,68510
Oklahoma,,2021-01-31,78459
Oklahoma,,2021-02-01,80231
Oklahoma,,2021-02-02,80465
Oklahoma,,2021-02-03,87596
Oklahoma,,2021-02-04,99354
Oklahoma,,2021-02-05,114208
Oklahoma,,2021-02-06,131556
Oklahoma,,2021-02-07,145610
Oklahoma,,2021-02-08,151019
Oklahoma,,2021-02-09,152243
Oklahoma,,2021-02-10,162188
Oklahoma,,2021-02-11,172509
Oklahoma,,2021-02-12,178566
Oklahoma,,2021-02-13,188852
Oklahoma,,2021-02-14,201044
Oklahoma,,2021-02-16,206173
Oklahoma,,2021-02-17,206905
Oklahoma,,2021-02-18,209203
Oklahoma,,2021-02-19,240890
Oklahoma,,2021-02-20,251032
Oklahoma,,2021-02-21,274345
Oklahoma,,2021-02-22,289719
Oklahoma,,2021-02-23,299132
Oklahoma,,2021-02-24,310347
Oklahoma,,2021-02-25,325335
Oklahoma,,2021-02-26,346826
Oklahoma,,2021-02-27,368852
Oklahoma,,2021-02-28,394484
Oklahoma,,2021-03-01,401951
Oklahoma,,2021-03-02,403289
Oklahoma,,2021-03-03,413355
Oklahoma,,2021-03-04,427987
Oklahoma,,2021-03-05,437663
Oklahoma,,2021-03-06,449798
Oklahoma,,2021-03-07,460618
Oklahoma,,2021-03-08,465461
Oklahoma,,2021-03-09,468285
Oregon,,2021-01-12,4813
Oregon,,2021-01-13,7014
Oregon,,2021-01-15,12795
Oregon,,2021-01-19,23866
Oregon,,2021-01-20,23866
Oregon,,2021-01-21,23866
Oregon,,2021-01-22,34536
Oregon,,2021-01-23,37983
Oregon,,2021-01-24,40348
Oregon,,2021-01-25,42426
Oregon,,2021-01-26,43942
Oregon,,2021-01-27,48261
Oregon,,2021-01-28,53662
Oregon,,2021-01-29,58664
Oregon,,2021-01-30,66188
Oregon,,2021-01-31,74927
Oregon,,2021-02-01,79522
Oregon,,2021-02-02,83898
Oregon,,2021-02-03,91240
Oregon,,2021-02-04,100414
Oregon,,2021-02-05,107146
Oregon,,2021-02-06,118378
Oregon,,2021-02-07,130687
Oregon,,2021-02-08,139700
Oregon,,2021-02-09,145517
Oregon,,2021-02-10,152361
Oregon,,2021-02-11,152361
Oregon,,2021-02-12,152361
Oregon,,2021-02-13,181841
Oregon,,2021-02-14,193105
Oregon,,2021-02-16,199679
Oregon,,2021-02-17,202959
Oregon,,2021-02-18,209930
Oregon,,2021-02-19,234021
Oregon,,2021-02-20,249241
Oregon,,2021-02-21,265789
Oregon,,2021-02-22,279756
Oregon,,2021-02-23,292195
Oregon,,2021-02-24,292308
Oregon,,2021-02-25,305172
Oregon,,2021-02-26,325641
Oregon,,2021-02-27,338259
Oregon,,2021-02-28,355818
Oregon,,2021-03-01,367112
Oregon,,2021-03-02,372950
Oregon,,2021-03-03,377528
Oregon,,2021-03-04,388626
Oregon,,2021-03-05,400819
Oregon,,2021-03-06,412573
Oregon,,2021-03-07,423219
Oregon,,2021-03-08,431930
Oregon,,2021-03-09,440717
Pennsylvania,,2021-01-12,10591
Pennsylvania,,2021-01-13,18051
Pennsylvania,,2021-01-15,66941
Pennsylvania,,2021-01-19,79526
Pennsylvania,,2021-01-20,85290
Pennsylvania,,2021-01-21,96395
Pennsylvania,,2021-01-22,112692
Pennsylvania,,2021-01-23,122849
Pennsylvania,,2021-01-24,131908
Pennsylvania,,2021-01-25,135939
Pennsylvania,,2021-01-26,141304
Pennsylvania,,2021-01-27,156798
Pennsylvania,,2021-01-28,159259
Pennsylvania,,2021-01-29,193432
Pennsylvania,,2021-01-30,209964
Pennsylvania,,2021-01-31,223489
Pennsylvania,,2021-02-01,231261
Pennsylvania,,2021-02-02,236995
Pennsylvania,,2021-02-03,237876
Pennsylvania,,2021-02-04,257255
Pennsylvania,,2021-02-05,275444
Pennsylvania,,2021-02-06,298741
Pennsylvania,,2021-02-07,321336
Pennsylvania,,2021-02-08,328907
Pennsylvania,,2021-02-09,340234
Pennsylvania,,2021-02-10,356869
Pennsylvania,,2021-02-11,373882
Pennsylvania,,2021-02-12,399610
Pennsylvania,,2021-02-13,403898
Pennsylvania,,2021-02-14,453485
Pennsylvania,,2021-02-16,457037
Pennsylvania,,2021-02-17,498866
Pennsylvania,,2021-02-18,518285
Pennsylvania,,2021-02-19,577183
Pennsylvania,,2021-02-20,596337
Pennsylvania,,2021-02-21,631998
Pennsylvania,,2021-02-22,651588
Pennsylvania,,2021-02-23,664130
Pennsylvania,,2021-02-24,686525
Pennsylvania,,2021-02-25,716193
Pennsylvania,,2021-02-26,749659
Pennsylvania,,2021-02-27,797495
Pennsylvania,,2021-02-28,830262
Pennsylvania,,2021-03-01,868979
Pennsylvania,,2021-03-02,885866
Pennsylvania,,2021-03-03,911602
Pennsylvania,,2021-03-04,946761
Pennsylvania,,2021-03-05,984830
Pennsylvania,,2021-03-06,1030772
Pennsylvania,,2021-03-07,1035741
Pennsylvania,,2021-03-08,1043146
Pennsylvania,,2021-03-09,1117905
Puerto Rico,PRI,2021-01-12,7666
Puerto Rico,PRI,2021-01-13,11550
Puerto Rico,PRI,2021-01-15,16360
Puerto Rico,PRI,2021-01-19,21368
Puerto Rico,PRI,2021-01-20,23428
Puerto Rico,PRI,2021-01-21,26627
Puerto Rico,PRI,2021-01-22,32181
Puerto Rico,PRI,2021-01-23,35705
Puerto Rico,PRI,2021-01-24,39016
Puerto Rico,PRI,2021-01-25,39384
Puerto Rico,PRI,2021-01-26,39522
Puerto Rico,PRI,2021-01-27,42437
Puerto Rico,PRI,2021-01-28,45057
Puerto Rico,PRI,2021-01-29,48196
Puerto Rico,PRI,2021-01-30,51159
Puerto Rico,PRI,2021-01-31,54276
Puerto Rico,PRI,2021-02-01,54972
Puerto Rico,PRI,2021-02-02,54972
Puerto Rico,PRI,2021-02-03,58951
Puerto Rico,PRI,2021-02-04,62336
Puerto Rico,PRI,2021-02-05,65261
Puerto Rico,PRI,2021-02-06,69224
Puerto Rico,PRI,2021-02-07,69224
Puerto Rico,PRI,2021-02-08,69224
Puerto Rico,PRI,2021-02-09,75814
Puerto Rico,PRI,2021-02-10,80807
Puerto Rico,PRI,2021-02-11,86660
Puerto Rico,PRI,2021-02-12,86660
Puerto Rico,PRI,2021-02-13,102807
Puerto Rico,PRI,2021-02-14,108793
Puerto Rico,PRI,2021-02-16,111002
Puerto Rico,PRI,2021-02-17,113075
Puerto Rico,PRI,2021-02-18,122443
Puerto Rico,PRI,2021-02-19,139129
Puerto Rico,PRI,2021-02-20,147986
Puerto Rico,PRI,2021-02-21,154598
Puerto Rico,PRI,2021-02-22,154730
Puerto Rico,PRI,2021-02-23,156724
Puerto Rico,PRI,2021-02-24,164485
Puerto Rico,PRI,2021-02-25,172198
Puerto Rico,PRI,2021-02-26,186526
Puerto Rico,PRI,2021-02-27,187522
Puerto Rico,PRI,2021-02-28,194732
Puerto Rico,PRI,2021-03-01,196380
Puerto Rico,PRI,2021-03-02,196388
Puerto Rico,PRI,2021-03-03,202776
Puerto Rico,PRI,2021-03-04,216614
Puerto Rico,PRI,2021-03-05,216886
Puerto Rico,PRI,2021-03-06,223084
Puerto Rico,PRI,2021-03-07,229772
Puerto Rico,PRI,2021-03-08,231579
Puerto Rico,PRI,2021-03-09,232141
Republic of Palau,,2021-01-15,1
Republic of Palau,,2021-01-19,1
Republic of Palau,,2021-01-20,1
Republic of Palau,,2021-01-21,2
Republic of Palau,,2021-01-22,2
Republic of Palau,,2021-01-23,2
Republic of Palau,,2021-01-24,2
Republic of Palau,,2021-01-25,2
Republic of Palau,,2021-01-26,2
Republic of Palau,,2021-01-29,1
Republic of Palau,,2021-01-30,1
Republic of Palau,,2021-01-31,1
Republic of Palau,,2021-02-01,1
Republic of Palau,,2021-02-02,63
Republic of Palau,,2021-02-03,119
Republic of Palau,,2021-02-04,119
Republic of Palau,,2021-02-05,251
Republic of Palau,,2021-02-06,251
Republic of Palau,,2021-02-07,358
Republic of Palau,,2021-02-08,358
Republic of Palau,,2021-02-09,359
Republic of Palau,,2021-02-10,418
Republic of Palau,,2021-02-11,722
Republic of Palau,,2021-02-12,762
Republic of Palau,,2021-02-13,1103
Republic of Palau,,2021-02-14,1212
Republic of Palau,,2021-02-16,1566
Republic of Palau,,2021-02-17,1899
Republic of Palau,,2021-02-18,1967
Republic of Palau,,2021-02-19,2380
Republic of Palau,,2021-02-20,2382
Republic of Palau,,2021-02-21,2665
Republic of Palau,,2021-02-22,2665
Republic of Palau,,2021-02-23,3019
Republic of Palau,,2021-02-24,3019
Republic of Palau,,2021-02-25,3028
Republic of Palau,,2021-02-26,3060
Republic of Palau,,2021-02-27,3060
Republic of Palau,,2021-02-28,3099
Republic of Palau,,2021-03-01,3099
Republic of Palau,,2021-03-02,3099
Republic of Palau,,2021-03-03,3099
Republic of Palau,,2021-03-04,3099
Republic of Palau,,2021-03-05,3099
Republic of Palau,,2021-03-06,3099
Republic of Palau,,2021-03-07,3099
Republic of Palau,,2021-03-08,3129
Republic of Palau,,2021-03-09,3130
Rhode Island,,2021-01-12,4141
Rhode Island,,2021-01-13,5490
Rhode Island,,2021-01-15,8156
Rhode Island,,2021-01-19,9902
Rhode Island,,2021-01-20,10696
Rhode Island,,2021-01-21,11136
Rhode Island,,2021-01-22,12023
Rhode Island,,2021-01-23,12580
Rhode Island,,2021-01-24,13260
Rhode Island,,2021-01-25,13649
Rhode Island,,2021-01-26,14148
Rhode Island,,2021-01-27,16410
Rhode Island,,2021-01-28,18562
Rhode Island,,2021-01-29,20321
Rhode Island,,2021-01-30,22401
Rhode Island,,2021-01-31,23408
Rhode Island,,2021-02-01,25435
Rhode Island,,2021-02-02,26027
Rhode Island,,2021-02-03,26973
Rhode Island,,2021-02-04,27884
Rhode Island,,2021-02-05,28979
Rhode Island,,2021-02-06,30711
Rhode Island,,2021-02-07,33699
Rhode Island,,2021-02-08,35402
Rhode Island,,2021-02-09,35770
Rhode Island,,2021-02-10,37051
Rhode Island,,2021-02-11,38158
Rhode Island,,2021-02-12,40051
Rhode Island,,2021-02-13,41591
Rhode Island,,2021-02-14,43717
Rhode Island,,2021-02-16,46511
Rhode Island,,2021-02-17,48089
Rhode Island,,2021-02-18,51711
Rhode Island,,2021-02-19,57064
Rhode Island,,2021-02-20,59553
Rhode Island,,2021-02-21,61609
Rhode Island,,2021-02-22,63410
Rhode Island,,2021-02-23,64439
Rhode Island,,2021-02-24,65730
Rhode Island,,2021-02-25,67029
Rhode Island,,2021-02-26,68469
Rhode Island,,2021-02-27,70646
Rhode Island,,2021-02-28,74687
Rhode Island,,2021-03-01,78482
Rhode Island,,2021-03-02,80162
Rhode Island,,2021-03-03,81944
Rhode Island,,2021-03-04,83435
Rhode Island,,2021-03-05,86212
Rhode Island,,2021-03-06,89083
Rhode Island,,2021-03-07,91551
Rhode Island,,2021-03-08,93178
Rhode Island,,2021-03-09,94332
South Carolina,,2021-01-12,3954
South Carolina,,2021-01-13,12213
South Carolina,,2021-01-15,19477
South Carolina,,2021-01-19,30243
South Carolina,,2021-01-20,30679
South Carolina,,2021-01-21,34277
South Carolina,,2021-01-22,38183
South Carolina,,2021-01-23,40812
South Carolina,,2021-01-24,43810
South Carolina,,2021-01-25,47563
South Carolina,,2021-01-26,48157
South Carolina,,2021-01-27,49869
South Carolina,,2021-01-28,55183
South Carolina,,2021-01-29,60974
South Carolina,,2021-01-30,66286
South Carolina,,2021-01-31,74459
South Carolina,,2021-02-01,80038
South Carolina,,2021-02-02,81203
South Carolina,,2021-02-03,84010
South Carolina,,2021-02-04,89983
South Carolina,,2021-02-05,96485
South Carolina,,2021-02-06,103432
South Carolina,,2021-02-07,113169
South Carolina,,2021-02-08,119206
South Carolina,,2021-02-09,119206
South Carolina,,2021-02-10,126831
South Carolina,,2021-02-11,133648
South Carolina,,2021-02-12,140806
South Carolina,,2021-02-13,153014
South Carolina,,2021-02-14,167699
South Carolina,,2021-02-16,183497
South Carolina,,2021-02-17,190900
South Carolina,,2021-02-18,201703
South Carolina,,2021-02-19,222887
South Carolina,,2021-02-20,237292
South Carolina,,2021-02-21,254826
South Carolina,,2021-02-22,265062
South Carolina,,2021-02-23,268817
South Carolina,,2021-02-24,278880
South Carolina,,2021-02-25,292592
South Carolina,,2021-02-26,305686
South Carolina,,2021-02-27,322313
South Carolina,,2021-02-28,337710
South Carolina,,2021-03-01,349123
South Carolina,,2021-03-02,351018
South Carolina,,2021-03-03,368642
South Carolina,,2021-03-04,403268
South Carolina,,2021-03-05,416637
South Carolina,,2021-03-06,445381
